"State","County","Metro/Small Town/Rural Status","Percent with SNAP","Percent Margin of Error (±)"
"Hawaii","Maui County","Metro area","0.1194182112813","0.00953298062086105"
"Vermont","Addison County","Rural area","0.119412295520306","0.012607985176146"
"Pennsylvania","Tioga County","Rural area","0.11940024793148","0.00965654756873846"
"North Dakota","Walsh County","Rural area","0.119396820664406","0.0224917009472847"
"New York","Warren County","Metro area","0.119395785033703","0.0104641309008002"
"New Mexico","Sandoval County","Metro area","0.119277209043503","0.00868016853928566"
"Michigan","Presque Isle County","Rural area","0.119269162416458","0.0155266085639596"
"Iowa","Adair County","Rural area","0.119268894195557","0.0201552845537663"
"Missouri","Jefferson County","Metro area","0.119235068559647","0.00800241250544786"
"Michigan","Monroe County","Metro area","0.119181081652641","0.00841491762548685"
"Maryland","Talbot County","Small town","0.119167529046535","0.0155924018472433"
"Indiana","Cass County","Small town","0.119014859199524","0.0142690595239401"
"Texas","Tarrant County","Metro area","0.118748053908348","0.00278364075347781"
"Colorado","Moffat County","Small town","0.118733510375023","0.0283966790884733"
"Iowa","Linn County","Metro area","0.11859418451786","0.0076067503541708"
"Iowa","Marion County","Small town","0.118532165884972","0.0172329731285572"
"Texas","Trinity County","Small town","0.118519872426987","0.0273885168135166"
"California","Butte County","Metro area","0.118437521159649","0.00661899894475937"
"Missouri","Marion County","Small town","0.11837674677372","0.017205324023962"
"Illinois","Lee County","Small town","0.118317782878876","0.0165748652070761"
"North Carolina","New Hanover County","Metro area","0.11827141046524","0.00805916171520948"
"Florida","Lee County","Metro area","0.118228949606419","0.00370119977742434"
"Louisiana","Bossier Parish","Metro area","0.118177033960819","0.0124494861811399"
"Oklahoma","Garvin County","Rural area","0.118120037019253","0.0119944922626019"
"California","Glenn County","Rural area","0.118049181997776","0.0242846701294184"
"Virginia","Isle of Wight County","Metro area","0.118040569126606","0.0176051426678896"
"Washington","Snohomish County","Metro area","0.117964580655098","0.00382262142375112"
"Virginia","Floyd County","Metro area","0.117880374193192","0.028818616643548"
"Indiana","Lawrence County","Small town","0.117876909673214","0.0196250211447477"
"Iowa","Worth County","Small town","0.117684476077557","0.0225927829742432"
"Texas","Gray County","Small town","0.117668576538563","0.0218415036797523"
"Texas","Kenedy County","Small town","0.117647059261799","0.0961738526821136"
"Tennessee","Sumner County","Metro area","0.117583811283112","0.0086815832182765"
"Texas","Fisher County","Rural area","0.117575757205486","0.0375760346651077"
"Illinois","Bureau County","Small town","0.117500178515911","0.0111187482252717"
"Tennessee","Loudon County","Metro area","0.117497503757477","0.0157298035919666"
"California","Sutter County","Metro area","0.11745972186327","0.0113505497574806"
"Colorado","Logan County","Small town","0.117449246346951","0.0288440585136414"
"Michigan","Mackinac County","Rural area","0.117399618029594","0.0172157380729914"
"Indiana","Rush County","Rural area","0.117385506629944","0.0218052491545677"
"Ohio","Carroll County","Metro area","0.117376506328583","0.0168422516435385"
"Texas","Van Zandt County","Rural area","0.117372371256351","0.0138028636574745"
"Texas","Victoria County","Metro area","0.117368437349796","0.0129672884941101"
"Wisconsin","Chippewa County","Metro area","0.117366753518581","0.0107725132256746"
"Pennsylvania","Washington County","Metro area","0.117320440709591","0.0061156484298408"
"Minnesota","Mower County","Small town","0.11729596555233","0.0174335688352585"
"Colorado","Mesa County","Metro area","0.117292143404484","0.0105689484626055"
"Missouri","Howard County","Rural area","0.11728723347187","0.0196562930941582"
"Missouri","Newton County","Metro area","0.11728647351265","0.0138863902539015"
"California","Humboldt County","Small town","0.117267966270447","0.00879477337002754"
"Iowa","Calhoun County","Rural area","0.117204047739506","0.0167150404304266"
"Kentucky","Calloway County","Small town","0.117117717862129","0.0155570553615689"
"Kentucky","Woodford County","Metro area","0.116980753839016","0.0179958827793598"
"Florida","Walton County","Metro area","0.116938635706902","0.0152220316231251"
"Missouri","Shelby County","Rural area","0.116935484111309","0.0256913565099239"
"Minnesota","Pine County","Rural area","0.116892568767071","0.0109111852943897"
"Pennsylvania","Snyder County","Small town","0.116877757012844","0.0145854884758592"
"Delaware","New Castle County","Metro area","0.116810850799084","0.0046522906050086"
"Arizona","Maricopa County","Metro area","0.116793103516102","0.00157175702042878"
"Texas","Kerr County","Small town","0.116770856082439","0.0194507632404566"
"West Virginia","Jefferson County","Metro area","0.116749055683613","0.0139306494966149"
"Indiana","Jay County","Rural area","0.116720415651798","0.0202865265309811"
"New York","Wayne County","Metro area","0.116715878248215","0.0117725599557161"
"Wisconsin","Pepin County","Rural area","0.116689279675484","0.0173304211348295"
"Indiana","Montgomery County","Small town","0.116684623062611","0.0181192737072706"
"Georgia","Fannin County","Rural area","0.11655081808567","0.0245152954012156"
"Virginia","Radford city","Metro area","0.116523914039135","0.0352128520607948"
"Indiana","Scott County","Metro area","0.116463139653206","0.0218853447586298"
"Missouri","Audrain County","Small town","0.116369530558586","0.0201435517519712"
"Missouri","Camden County","Rural area","0.116297513246536","0.0163025856018066"
"Minnesota","Cass County","Small town","0.116273619234562","0.0122095113620162"
"Washington","Whitman County","Small town","0.116264186799526","0.0163366328924894"
"Georgia","Paulding County","Metro area","0.116260468959808","0.0131225939840078"
"Texas","Clay County","Metro area","0.116171456873417","0.0191223938018084"
"Florida","Indian River County","Metro area","0.116152793169022","0.00948247499763966"
"Minnesota","Cottonwood County","Rural area","0.116134382784367","0.021974777802825"
"Wisconsin","Walworth County","Small town","0.116070754826069","0.00984125211834908"
"Florida","Brevard County","Metro area","0.116061203181744","0.00476290145888925"
"Minnesota","Kandiyohi County","Small town","0.115910857915878","0.0119255036115646"
"Virginia","Louisa County","Rural area","0.115852728486061","0.0171092879027128"
"Texas","Motley County","Rural area","0.115789473056793","0.0619706660509109"
"Iowa","Scott County","Metro area","0.115738824009895","0.00626931432634592"
"Washington","Jefferson County","Rural area","0.115699432790279","0.0159077998250723"
"Oklahoma","Logan County","Metro area","0.115694358944893","0.0170603785663843"
"Colorado","Sedgwick County","Rural area","0.115612648427486","0.0437414012849331"
"New Mexico","De Baca County","Rural area","0.11545293033123","0.0470716543495655"
"Utah","Iron County","Small town","0.115450359880924","0.0188777111470699"
"Iowa","Clayton County","Rural area","0.115324065089226","0.015675151720643"
"Illinois","Crawford County","Rural area","0.115308672189713","0.0176729205995798"
"New York","Albany County","Metro area","0.115262515842915","0.00561486650258303"
"Texas","Tom Green County","Metro area","0.115259401500225","0.00986653193831444"
"Alabama","Blount County","Metro area","0.115233525633812","0.0158943757414818"
"Iowa","Louisa County","Rural area","0.115208432078362","0.019437164068222"
"New York","Essex County","Rural area","0.11517845839262","0.0133292432874441"
"Ohio","Butler County","Metro area","0.115159139037132","0.00535005750134587"
"Texas","Montague County","Rural area","0.115056291222572","0.0221633929759264"
"Arkansas","White County","Small town","0.115054279565811","0.0125052714720368"
"Missouri","Caldwell County","Metro area","0.115034781396389","0.0241250246763229"
"Texas","Lampasas County","Metro area","0.114994063973427","0.0204108897596598"
"Oklahoma","Pawnee County","Metro area","0.11494068801403","0.0142819965258241"
"Illinois","Hamilton County","Rural area","0.114908665418625","0.0349699631333351"
"Michigan","Eaton County","Metro area","0.114899337291718","0.00853947177529335"
"Texas","Briscoe County","Rural area","0.114613182842731","0.045043122023344"
"Illinois","Johnson County","Rural area","0.114590272307396","0.0187508184462786"
"Illinois","Edwards County","Rural area","0.114523120224476","0.0195099748671055"
"Indiana","Morgan County","Metro area","0.114519588649273","0.0114550292491913"
"Tennessee","Rutherford County","Metro area","0.114443518221378","0.0068399109877646"
"Illinois","Kane County","Metro area","0.114438340067863","0.00646651955321431"
"Kansas","Lyon County","Small town","0.114393085241318","0.0201721135526896"
"Missouri","Macon County","Rural area","0.114318519830704","0.0178113225847483"
"Minnesota","Becker County","Rural area","0.114264540374279","0.0116626629605889"
"North Carolina","Mecklenburg County","Metro area","0.114246495068073","0.00355804874561727"
"Texas","San Patricio County","Metro area","0.114214397966862","0.0127863315865397"
"Pennsylvania","Westmoreland County","Metro area","0.114142946898937","0.00433705607429147"
"California","Colusa County","Rural area","0.113904051482677","0.0198411550372839"
"California","Mariposa County","Rural area","0.113852515816689","0.0246005691587925"
"New York","Ulster County","Metro area","0.113824188709259","0.00778864324092865"
"North Carolina","Polk County","Rural area","0.113715074956417","0.016014326363802"
"Louisiana","Lafayette Parish","Metro area","0.113710686564445","0.00849281717091799"
"Iowa","Lucas County","Rural area","0.113648720085621","0.0222282204777002"
"Florida","Clay County","Metro area","0.113587707281113","0.0095077445730567"
"Wisconsin","Shawano County","Small town","0.113577328622341","0.0104336263611913"
"Texas","Somervell County","Metro area","0.113545201718807","0.0406205058097839"
"Texas","Mitchell County","Rural area","0.113533832132816","0.04319853708148"
"Kansas","Sedgwick County","Metro area","0.113527253270149","0.00424958020448685"
"South Dakota","Meade County","Metro area","0.113395288586617","0.0285246502608061"
"Texas","Smith County","Metro area","0.113390572369099","0.00787758827209473"
"Texas","Galveston County","Metro area","0.113273113965988","0.0072585423476994"
"Wisconsin","Lincoln County","Small town","0.113263189792633","0.0131437620148063"
"Kansas","Saline County","Small town","0.113258928060532","0.0149371828883886"
"Missouri","Sullivan County","Rural area","0.113255031406879","0.0232768636196852"
"Oklahoma","Wagoner County","Metro area","0.113128341734409","0.008552061393857"
"Indiana","Clinton County","Small town","0.113093718886375","0.0165066123008728"
"Virginia","Westmoreland County","Rural area","0.112998314201832","0.0236595086753368"
"Maine","Cumberland County","Metro area","0.112877637147903","0.00621794210746884"
"Virginia","Bland County","Rural area","0.112846545875072","0.0314155668020248"
"Michigan","Charlevoix County","Rural area","0.11283165961504","0.013794026337564"
"Wisconsin","Lafayette County","Rural area","0.112821280956268","0.0152731565758586"
"Florida","Alachua County","Metro area","0.112678542733192","0.00620644306764007"
"Missouri","Greene County","Metro area","0.112664826214314","0.00596274761483073"
"Montana","Cascade County","Metro area","0.112660378217697","0.00987649336457253"
"Virginia","Madison County","Rural area","0.112653709948063","0.0315818414092064"
"Texas","Wise County","Metro area","0.112521581351757","0.0167660973966122"
"Maryland","Worcester County","Metro area","0.112517848610878","0.0133048202842474"
"Louisiana","Vernon Parish","Small town","0.112485244870186","0.0116968154907227"
"Utah","Emery County","Rural area","0.112407512962818","0.0244686771184206"
"Missouri","Cooper County","Rural area","0.112366415560246","0.0171253569424152"
